id,key,value,type
2337744803,amenity,waste_basket,regular
2337759318,addr:city,San Francisco,regular
2337759318,addr:housenumber,2909,regular
2337759318,addr:postcode,94123,regular
2337759318,addr:state,California,regular
2337759318,addr:street,Webster Street,regular
2337759318,outdoor_seating,no,regular
2337776511,amenity,shelter,regular
2337784209,amenity,bicycle_parking,regular
2337784209,bicycle_parking,stands,regular
2337843491,addr:city,San Francisco,regular
2337843491,addr:housenumber,1945,regular
2337843491,addr:street,Clay Street,regular
2338519352,addr:city,San Francisco,regular
2338519352,addr:housenumber,1675,regular
2338519352,addr:postcode,94143,regular
2338519352,addr:street,Owens Street,regular
2338519352,amenity,cafe,regular
2338519352,internet_access,yes,regular
2338519352,internet_access:fee,no,regular
2338519352,name,The Pub,regular
2338519352,outdoor_seating,yes,regular
2338519352,smoking,no,regular
2338519352,takeaway,yes,regular
2338519352,wheelchair,yes,regular
2338522384,emergency,fire_hydrant,regular
2338522384,fire_hydrant:position,green,regular
2338522384,fire_hydrant:type,pillar,regular
2338523336,amenity,waste_basket,regular
2338524067,amenity,recycling,regular
2338524067,recycling:cans,yes,regular
2338524067,recycling:glass_bottles,yes,regular
2338524067,recycling_type,container,regular
2338524286,emergency,fire_hydrant,regular
2338524286,fire_hydrant:position,green,regular
2338524286,fire_hydrant:type,pillar,regular
2338524681,amenity,bicycle_parking,regular
2338524681,bicycle_parking,stands,regular
2338524681,capacity,8,regular
2338524681,covered,yes,regular
2338524681,fee,no,regular
2338526006,emergency,fire_hydrant,regular
2338526006,fire_hydrant:position,sidewalk,regular
2338526006,fire_hydrant:type,pillar,regular
2338582272,emergency,fire_hydrant,regular
2338759504,name,UCSF Mission Bay,regular
2338759504,public_transport,stop_position,regular
2338759504,tram,yes,regular
2338759505,name,UCSF Mission Bay,regular
2338759505,public_transport,stop_position,regular
2338759505,tram,yes,regular
2338783975,amenity,cafe,regular
2338783975,cuisine,coffee_shop,regular
2338783975,name,Starbucks,regular
2338784343,addr:city,San Francisco,regular
2338784343,addr:housenumber,716,regular
2338784343,addr:street,Kearny Street,regular
2338784343,amenity,restaurant,regular
2338784343,cuisine,chinese,regular
2338784343,name,The Garden Restaurant,regular
2338784403,addr:city,San Francisco,regular
2338784403,addr:street,Powell Street,regular
2338784403,amenity,cafe,regular
2338784403,name,Soufflés Cafe,regular
2338784539,addr:housenumber,2205,regular
2338784539,addr:street,Van Ness Avenue,regular
2338784539,amenity,restaurant,regular
2338784539,name,Peter D's Cafe,regular
2338785260,name,Sherman Market,regular
2338785260,shop,convenience,regular
2338785585,addr:city,San Francisco,regular
2338785585,addr:housenumber,1488,regular
2338785585,addr:street,Lombard Street,regular
2338785585,name,Fog City Doggy Day Care,regular
2338785585,shop,pet,regular
2338785909,amenity,restaurant,regular
2338785909,cuisine,pizza,regular
2338785909,name,Amici's East Coast Pizza,regular
2338785925,addr:city,San Francisco,regular
2338785925,addr:housenumber,2288,regular
2338785925,addr:street,Lombard Street,regular
2338785925,atm,yes,regular
2338785925,name,Golden One Credit Union,regular
2338785925,shop,money_lender,regular
2338786207,addr:housenumber,2598,regular
2338786207,addr:street,Lombard Street,regular
2338786207,craft,tiler,regular
2338786207,name,Linoleum Larry's,regular
2338786207,wheelchair,yes,regular
2338786209,name,Richardson Automotive,regular
2338786209,shop,car_repair,regular
2338806865,addr:city,San Francisco,regular
2338806865,addr:housenumber,701,regular
2338806865,addr:postcode,94103,regular
2338806865,addr:state,California,regular
2338806865,addr:street,Market Street,regular
2338806865,name,AT&T,regular
2338806865,phone,+14154297984,regular
2338806865,shop,mobile_phone,regular
2338830238,amenity,vending_machine,regular
2338830238,vending,drinks,regular
2338830921,amenity,restaurant,regular
2338830921,cuisine,fried_food,regular
2338830921,name,Original Buffalo Wings,regular
2338830921,outdoor_seating,no,regular
2338835471,addr:city,San Francisco,regular
2338835471,addr:housenumber,860,regular
2338835471,addr:postcode,94117,regular
2338835471,addr:state,California,regular
2338835471,addr:street,Divisadero Street,regular
2338835471,name,Green Earth,regular
2338835471,shop,supermarket,regular
2338835471,website,http://www.greenearthnaturalfoods.com/,regular
2338836801,amenity,fast_food,regular
2338836801,cuisine,chicken,regular
2338836801,name,Popeye's,regular
2338836841,addr:housenumber,601,regular
2338836841,addr:street,Divisadero Street,regular
2338836841,amenity,cafe,regular
2338836841,name,Bean Bag Cafe,regular
2338836887,addr:city,San Francisco,regular
2338836887,addr:housenumber,364,regular
2338836887,addr:street,Divisadero Street,regular
2338836887,level,0,regular
2338836887,name,Kelly Moore Paints,regular
2338836887,shop,paint,regular
2338836918,name,Superette Market,regular
2338836918,shop,convenience,regular
2338836968,addr:city,San Francisco,regular
2338836968,addr:housenumber,250,regular
2338836968,addr:street,Divisadero Street,regular
2338836968,name,Sam's Smoke Shop,regular
2338836968,shop,tobacco,regular
2338837133,leisure,sports_centre,regular
2338837133,name,Fitness SF,regular
2338837136,amenity,restaurant,regular
2338837136,cuisine,american,regular
2338837136,name,Kitchen Story,regular
2338837662,amenity,social_facility,regular
2338837662,name,Holy Family Day Home,regular
2338837668,name,Money Mart,regular
2338837668,shop,money_lender,regular
2338837948,amenity,restaurant,regular
2338837948,cuisine,american,regular
2338837948,delivery,no,regular
2338837948,name,Foreign Cinema,regular
2338837948,outdoor_seating,yes,regular
2338837948,smoking,no,regular
2338837948,takeaway,no,regular
2339601284,addr:city,San Francisco,regular
2339601284,addr:street,Chestnut Street,regular
2339601284,amenity,cinema,regular
2339601284,name,Presidio Theater,regular
2339603601,addr:city,San Francisco,regular
2339603601,addr:housenumber,2268,regular
2339603601,addr:street,Chestnut Street,regular
2339603601,amenity,cafe,regular
2339603601,cuisine,american,regular
2339603601,internet_access,no,regular
2339603601,name,Judy's Cafe,regular
2339603601,note,Ande's Candies are outside the bathroom upstairs.,regular
2339603601,outdoor_seating,yes,regular
2339603601,smoking,outside,regular
2340004152,addr:city,San Francisco,regular
2340004152,addr:housenumber,2200,regular
2340004152,addr:street,Chestnut Street,regular
2340004152,amenity,bank,regular
2340004152,atm,yes,regular
2340004152,drive_through,no,regular
2340004152,name,Bank of America,regular
2340004152,source,memory and survey,regular
2340005264,name,Pottery Barn,regular
2340005264,shop,household,regular
2340005269,amenity,restaurant,regular
2340005269,cuisine,sushi,regular
2340005269,name,Naked Fish Sushi,regular
2340005276,amenity,restaurant,regular
2340005276,cuisine,american,regular
2340005276,diet:vegan,yes,regular
2340005276,diet:vegetarian,only,regular
2340005276,fax,415 931 2719,regular
2340005276,name,The Plant | Cafe Organic,regular
2340005276,opening_hours,Mo-Su 9:00-21:00,regular
2340005276,outdoor_seating,yes,regular
2340005276,phone,+14159312777,regular
2340005276,website,http://www.theplantcafe.com/location/marina,regular
2340005366,addr:city,San Francisco,regular
2340005366,addr:housenumber,2095,regular
2340005366,addr:state,California,regular
2340005366,addr:street,Chestnut Street,regular
2340005366,old_name,Donuts by All Star,regular
2340005366,shop,vacant,regular
2340005740,addr:city,San Francisco,regular
2340005740,addr:housenumber,2086,regular
2340005740,addr:street,Chestnut Street,regular
2340005740,name,Retail Therapy,regular
2340005740,shop,clothes,regular
2340005803,addr:city,San Francisco,regular
2340005803,addr:street,Chestnut Street,regular
2340005803,name,Fleet Feet,regular
2340005803,shop,shoes,regular
2340006011,addr:city,San Francisco,regular
2340006011,addr:street,Chestnut Street,regular
2340006011,name,Chadwick's of London,regular
2340006011,shop,clothes,regular
2340006012,addr:city,San Francisco,regular
2340006012,addr:housenumber,2072,regular
2340006012,addr:street,Chestnut Street,regular
2340006012,name,Genray Hair Salon,regular
2340006012,shop,hairdresser,regular
2340006084,addr:city,San Francisco,regular
2340006084,addr:housenumber,3314,regular
2340006084,addr:state,California,regular
2340006084,addr:street,Steiner Street,regular
2340006084,amenity,restaurant,regular
2340006084,cuisine,italian,regular
2340006084,name,Ristorante Parma,regular
2340006084,opening_hours,Mo-Sa 17:00-22:30,regular
2340006084,phone,+14155670500,regular
2340006084,website,http://www.sfparma.com/,regular
2340006085,name,G-Star Raw,regular
2340006085,shop,clothes,regular
2340006882,addr:city,San Francisco,regular
2340006882,addr:street,Chestnut Street,regular
2340006882,amenity,fast_food,regular
2340006882,cuisine,bagel,regular
2340006882,name,Noah's Bagels,regular
2340006882,phone,+14157752910,regular
2340006882,website,http://www.noahs.com,regular
2340007153,amenity,restaurant,regular
2340007153,name,Circa,regular
2340007153,outdoor_seating,no,regular
2340007153,phone,+14153510175,regular
2340007153,takeaway,no,regular
2340007153,website,http://www.circasf.com/,regular
2340007195,addr:city,San Francisco,regular
2340007195,addr:housenumber,3347,regular
2340007195,addr:street,Fillmore Street,regular
2340007195,amenity,restaurant,regular
2340007195,cuisine,sushi,regular
2340007195,name,Yuzu,regular
2340007195,opening_hours,We-Th 18:00-21:30;Fr-Sa 18:00-23:00;Su 18:00-21:30,regular
2340007195,outdoor_seating,no,regular
2340007195,phone,+14157751873,regular
2340007195,website,http://www.yuzusf.com/,regular
2340007197,addr:city,San Francisco,regular
2340007197,addr:housenumber,2027,regular
2340007197,addr:state,California,regular
2340007197,addr:street,Chestnut Street,regular
2340007197,amenity,restaurant,regular
2340007197,cuisine,seafood,regular
2340007197,fax,415.440.1987,regular
2340007197,name,Pacific Catch,regular
2340007197,opening_hours,11:00 -22:00,regular
2340007197,outdoor_seating,yes,regular
2340007197,phone,+14154401950,regular
2340007197,website,http://pacificcatch.com/location/marina/,regular
2340007204,addr:city,San Francisco,regular
2340007204,addr:housenumber,3322,regular
2340007204,addr:street,Fillmore Street,regular
2340007204,name,Urban Outfitters,regular
2340007204,name:zh,Urban Outfitters服饰,regular
2340007204,shop,clothes,regular
2340008551,addr:city,San Francisco,regular
2340008551,addr:housenumber,3309,regular
2340008551,addr:street,Fillmore Street,regular
2340008551,amenity,dentist,regular
2340008551,name,Marina / Pacific Heights Dental Care,regular
2340008725,name,A Child's Delight,regular
2340008725,opening_hours,Mo-Sa 10:00-18:00; Su 11:00-18:00,regular
2340008725,phone,+14154401941,regular
2340008725,shop,toys,regular
2340008725,website,http://www.achildsdelight.com/,regular
2340008822,amenity,restaurant,regular
2340008822,cuisine,pizza,regular
2340008822,name,Patxi's Pizza,regular
2340008822,opening_hours,Su-We 11:00-22:00;Th 11:00-22:30;Fr-Sa 11:00-23:00,regular
2340008822,phone,+14153453995,regular
2340008822,website,http://www.patxispizza.com/location/fillmore-pizza/,regular
2340009917,name,San Francisco Honda,regular
2340009917,opening_hours,Mo-Fr 7:00-18:00;Sa 8:00-17:00,regular
2340009917,phone,+14153467400,regular
2340009917,shop,car_repair,regular
2340009917,website,http://www.sfmarinaservice.com/?r=1,regular
2340010642,leisure,sports_centre,regular
2340010642,name,The Bar Method,regular
2340010642,phone,+14154416333,regular
2340010642,website,http://barmethod.com/,regular
2340018543,addr:housenumber,3225,regular
2340018543,addr:street,Fillmore Street,regular
2340018543,amenity,post_office,regular
2340018543,name,FedEx Office Print and Ship Center,regular
2340018543,operator,FedEx,regular
2340018543,shop,copyshop,regular
2340019800,addr:city,San Francisco,regular
2340019800,addr:housenumber,3154,regular
2340019800,addr:postcode,94123,regular
2340019800,addr:street,Fillmore Street,regular
2340019960,addr:city,San Francisco,regular
2340019960,addr:housenumber,3131,regular
2340019960,addr:street,Fillmore Street,regular
2340019960,amenity,pub,regular
2340019960,food,yes,regular
2340019960,name,Cellar Door,regular
2340020972,addr:city,San Francisco,regular
2340020972,addr:housenumber,3108,regular
2340020972,addr:postcode,94123,regular
2340020972,addr:street,Fillmore Street,regular
2340020972,atm,no,regular
2340020972,internet_access,no,regular
2340020972,name,Fawn,regular
2340020972,opening_hours,Sa-Su 11:00-19:00,regular
2340020972,phone,+14159326932,regular
2340020972,shop,boutique,regular
2340020972,website,www.boutiquefawn.com,regular
2340020972,wheelchair,yes,regular
2340020986,addr:city,San Francisco,regular
2340020986,addr:housenumber,3129,regular
2340020986,addr:street,Fillmore Street,regular
2340020986,amenity,pharmacy,regular
2340020986,name,Greenlite Medicine,regular
2340021392,addr:city,San Francisco,regular
2340021392,addr:street,Fillmore Street,regular
2340021392,craft,brewery,regular
2340021392,name,Pizza Orgasmica Brewing Company,regular
2340023158,addr:city,San Francisco,regular
2340023158,addr:housenumber,3141,regular
2340023158,addr:postcode,94123,regular
2340023158,addr:street,Fillmore Street,regular
2340023158,name,Clean Image Cleaners,regular
2340023158,shop,dry_cleaning,regular
2340023936,name,Rapha Cycle Club,regular
2340023936,shop,bicycle,regular
2340024903,addr:city,San Francisco,regular
2340024903,addr:housenumber,2162,regular
2340024903,addr:street,Union Street,regular
2340024903,name,Twig,regular
2340024903,shop,boutique,regular
2340047391,addr:city,San Francisco,regular
2340047391,addr:country,US,regular
2340047391,addr:housenumber,2790,regular
2340047391,addr:postcode,94123,regular
2340047391,addr:street,Green Street,regular
2340047391,amenity,embassy,regular
2340047391,contact:fax,+1 415-929-0306,regular
2340047391,phone,+14159286878,regular
2340047391,country,RU,regular
2340047391,name,Consulate General of the Russian Federation,regular
2340047391,note,surveyed by Alex-7,regular
2340047391,source,survey,regular
2340047391,survey:date,2013-06-10,regular
2340047391,website,www.consulrussia.org,regular
2340083046,addr:city,San Francisco,regular
2340083046,addr:housenumber,3339,regular
2340083046,addr:street,Steiner Street,regular
2340083046,amenity,restaurant,regular
2340083046,cuisine,sushi,regular
2340083046,name,Ace Wasabi's,regular
2340083046,outdoor_seating,no,regular
2340083046,smoking,no,regular
2340083046,takeaway,no,regular
2340083046,wheelchair,no,regular
2340083268,amenity,restaurant,regular
2340083268,cuisine,french,regular
2340083268,delivery,no,regular
2340083268,name,Bistro Aix,regular
2340083268,opening_hours,Mo-Th 17:30-22:00;Fr-Sa 17:30-23:00,regular
2340083268,outdoor_seating,no,regular
2340083268,phone,+14152020100,regular
2340083268,smoking,no,regular
2340083268,takeaway,no,regular
2340083268,website,http://www.bistroaix.com/,regular
2340083601,amenity,restaurant,regular
2340083601,cuisine,chinese,regular
2340083601,delivery,yes,regular
2340083601,name,New Country Sky,regular
2340083601,takeaway,yes,regular
2340867122,amenity,coworking_space,regular
2340867122,name,The Hub,regular
2340867122,website,http://www.thehub.com,regular
2340884147,addr:city,San Francisco,regular
2340884147,addr:street,Chestnut Street,regular
2340884147,amenity,restaurant,regular
2340884147,cuisine,mexican,regular
2340884147,name,Tacolicious,regular
2340884147,outdoor_seating,yes,regular
2340884331,addr:city,San Francisco,regular
2340884331,addr:housenumber,1901,regular
2340884331,addr:street,Chestnut Street,regular
2340884796,addr:city,San Francisco,regular
2340884796,addr:housenumber,1895,regular
2340884796,addr:street,Chestnut Street,regular
2340885123,addr:city,San Francisco,regular
2340885123,addr:housenumber,1795,regular
2340885123,addr:street,Chestnut Street,regular
2341054068,amenity,atm,regular
2341054068,name,Union Nails ATM,regular
2341083525,leisure,fitness_centre,regular
2341083525,name,Equinox Gym,regular
2341224621,addr:city,San Francisco,regular
2341224621,addr:housenumber,2640,regular
2341224621,addr:street,Steiner Street,regular
2341224621,name,Mrs. Doubtfire's House,regular
2341493467,addr:city,San Francisco,regular
2341493467,addr:housenumber,3075,regular
2341493467,addr:postcode,94110,regular
2341493467,addr:street,17th Street,regular
2341493467,name,S&H Frank Leather,regular
2341493467,note,Any kind of raw leather you want.,regular
2341493467,office,company,regular
2341493662,addr:city,San Francisco,regular
2341493662,addr:housenumber,2124,regular
2341493662,addr:postcode,94110,regular
2341493662,addr:street,Folsom Street,regular
2341493662,name,Lila B. Design,regular
2341493662,opening_hours,10 AM to 4 PM,regular
2341493662,shop,florist,regular
2341493662,website,http://www.lilabdesign.com,regular
2341918360,name,Chevron Food Mart,regular
2341918360,opening_hours,24/7,regular
2341918360,shop,convenience,regular
2341918920,name,Mini,regular
2341918920,shop,car,regular
2342299361,addr:city,San Francisco,regular
2342299361,addr:housenumber,1700,regular
2342299361,addr:postcode,94158,regular
2342299361,addr:street,Owens Street,regular
2342299361,amenity,restaurant,regular
2342299361,cuisine,crepe,regular
2342299361,name,Z Crepés,regular
2342299361,phone,+14155031824,regular
2342299361,wheelchair,yes,regular
2342299368,addr:city,San Francisco,regular
2342299368,addr:housenumber,1675,regular
2342299368,addr:postcode,94143,regular
2342299368,addr:street,Owens Street,regular
2342299368,alt_name,Mission Bay Conference Center,regular
2342299368,amenity,conference_centre,regular
2342299368,name,Mission Bay Conference Center at UCSF,regular
2342299368,note,"The conference center shares the building with the fitness center, and uses the same atrium.",regular
2342299368,short_name,Mission Bay Center,regular
2342299368,website,http://www.acc-missionbayconferencecenter.com/,regular
2342299368,wheelchair,yes,regular
2343615613,addr:housenumber,115,regular
2343615613,addr:postcode,94102,regular
2343615613,addr:street,Mason Street,regular
2343615613,amenity,bar,regular
2343615613,name,Union Square Sports Bar,regular
2343615614,addr:housenumber,140,regular
2343615614,addr:street,Mason Street,regular
2343615614,name,Olympic Hotel,regular
2343615614,tourism,hotel,regular
2345443457,entrance,yes,regular
2351681787,amenity,drinking_water,regular
2351681787,description,"UCSF, water bottle filling station; no fountain Inside, past the food court",regular
2351681787,source,wetap.org,regular
2351681787,wetap:photo,http://mdcwetap.atwebpages.com/jpg.php?i=dmischel1331541582278.jpg,regular
2351681787,wetap:status,working,regular
2351681793,amenity,drinking_water,regular
2351681793,description,"California College of the Arts ""Hooper building""",regular
2351681793,indoor,yes,regular
2351681793,source,wetap.org,regular
2351681793,wetap:status,working,regular
2351681809,amenity,drinking_water,regular
2351681809,source,wetap.org,regular
2351681809,wetap:status,broken,regular
2351681809,wetap:statusnote,no drain no water,regular
2351681811,amenity,drinking_water,regular
2351681811,description,Temporary Transbay Terminal,regular
2351681811,source,wetap.org,regular
2351681811,wetap:status,working,regular
2351681814,amenity,drinking_water,regular
2351681814,description,Presidio Golf Course Clubhouse,regular
2351681814,source,wetap.org,regular
2351681814,wetap:status,working,regular
2351681817,amenity,drinking_water,regular
2351681817,indoor,yes,regular
2351681817,source,wetap.org,regular
2351681817,wetap:status,working,regular
2353636746,addr:city,San Francisco,regular
2353636746,addr:housenumber,106,regular
2353636746,addr:postcode,94107,regular
2353636746,addr:street,South Park Avenue,regular
2353636746,amenity,place_of_worship,regular
2353636746,building,yes,regular
2353636746,denomination,Masonic,regular
2353636746,name,Gran Oriente Filipino,regular
2353636746,religion,christian,regular
2355169185,amenity,restaurant,regular
2355169185,name,Chaat Cafe Express,regular
2357396604,addr:city,San Francisco,regular
2357396604,addr:housenumber,155,regular
2357396604,addr:state,California,regular
2357396604,addr:street,9th Street,regular
2357396604,building,entrance,regular
2357396606,addr:city,San Francisco,regular
2357396606,addr:housenumber,149,regular
2357396606,addr:state,California,regular
2357396606,addr:street,9th Street,regular
2357396606,building,entrance,regular
2362017423,addr:housenumber,450,regular
2362017423,addr:street,Sutter Street,regular
2362017423,amenity,doctors,regular
2362017423,name,My Doctor Medical Group,regular
2362017423,payment:bitcoin,yes,regular
2362017423,website,http://mydoctorsf.com/,regular
2365742143,addr:city,San Francisco,regular
2365742143,addr:housenumber,11,regular
2365742143,addr:street,3rd Street,regular
2365742143,amenity,fast_food,regular
2365742143,name,Subway,regular
2365742144,addr:city,San Francisco,regular
2365742144,addr:housenumber,7,regular
2365742144,addr:street,3rd Street,regular
2365742144,amenity,cafe,regular
2365742144,cuisine,coffee_shop,regular
2365742144,name,Starbucks,regular
2365742144,wifi,free,regular
2365742145,addr:city,San Francisco,regular
2365742145,addr:housenumber,699,regular
2365742145,addr:postcode,94105,regular
2365742145,addr:state,California,regular
2365742145,addr:street,Market Street,regular
2365742145,name,T-Mobile,regular
2365742145,opening_hours,Mo-Sa 09:00-20:00; Su 10:00-18:00,regular
2365742145,phone,+14153480329,regular
2365742145,shop,mobile_phone,regular
2365742146,amenity,fast_food,regular
2365742146,cuisine,burger,regular
2365742146,drive_through,no,regular
2365742146,name,McDonald's,regular
2365742146,website,http://www.mcdonalds.com/,regular
2368783836,highway,turning_loop,regular
2368783838,crossing,traffic_signals,regular
2368783838,highway,crossing,regular
2368788661,highway,bus_stop,regular
2368788669,highway,bus_stop,regular
2369112990,addr:housenumber,2099,regular
2369112990,addr:street,Market Street,regular
2375537105,amenity,cafe,regular
2375537105,name,The Fillmore Street Cafe,regular
2376643525,addr:housenumber,849,regular
2376643525,addr:street,Sanchez Street,regular
2376643527,addr:housenumber,801,regular
2376643527,addr:street,Sanchez Street,regular
2376643587,addr:housenumber,3690,regular
2376643587,addr:street,21st Street,regular
2376644467,addr:housenumber,798,regular
2376644467,addr:street,Sanchez Street,regular
2376644474,addr:housenumber,3701,regular
2376644474,addr:street,21st Street,regular
2376644475,addr:housenumber,3720,regular
2376644475,addr:street,21st Street,regular
2376647779,addr:housenumber,3791,regular
2376647779,addr:street,21st Street,regular
2376647795,addr:housenumber,3792,regular
2376647795,addr:street,21st Street,regular
2379622676,addr:city,San Francisco,regular
2379622676,addr:housenumber,2318,regular
2379622676,addr:postcode,94110,regular
2379622676,addr:street,Mission Street,regular
2379622676,name,H. Q. Milton,regular
2379622676,opening_hours,"Mo-Fr 09:00-17:00 ""by appointment only""",regular
2379622676,phone,+14158487464,regular
2379622676,shop,jewelry,regular
2379622676,website,www.hqmilton.com,regular
2381798128,highway,traffic_signals,regular
2381798128,source,data.sfgov.org,regular
2382511308,addr:city,San Francisco,regular
2382511308,addr:housenumber,59,regular
2382511308,addr:postcode,94111,regular
2382511308,addr:street,Columbus Avenue,regular
2382511308,amenity,restaurant,regular
2382511308,cuisine,italian,regular
2382511308,name,Caffè Macaroni,regular
2382511308,opening_hours,Mo-Sa 11:00-23:00,regular
2382511308,phone,+14159569737,regular
2382511308,smoking,no,regular
2382511308,website,http://www.caffemacaroni.com,regular
2383254140,addr:city,San Francisco,regular
2383254140,addr:postcode,94102,regular
2383254140,addr:state,California,regular
2383254140,amenity,post_office,regular
2383254140,name,Civic CNTR P O Box Unit,regular
2383254140,phone,+14155637284,regular
2383254140,sfgov.org:OBJECTID,7,regular
2383254140,sfgov.org:OFFICE_TYP,Post Office,regular
2383254141,addr:city,San Francisco,regular
2383254141,addr:postcode,94118,regular
2383254141,addr:state,California,regular
2383254141,amenity,post_office,regular
2383254141,name,Contract Station #11,regular
2383254141,phone,+14154226323,regular
2383254141,sfgov.org:OBJECTID,9,regular
2383254141,sfgov.org:OFFICE_TYP,Post Office,regular
2383254142,addr:city,San Francisco,regular
2383254142,addr:postcode,94103,regular
2383254142,addr:state,California,regular
2383254142,amenity,post_office,regular
2383254142,name,Contract Station #36,regular
2383254142,phone,+14154317340,regular
2383254142,sfgov.org:OBJECTID,10,regular
2383254142,sfgov.org:OFFICE_TYP,Post Office,regular
2383254145,addr:city,San Francisco,regular
2383254145,addr:postcode,94102,regular
2383254145,addr:state,California,regular
2383254145,amenity,post_office,regular
2383254145,name,Federal Building San Fran,regular
2383254145,phone,+14154878981,regular
2383254145,sfgov.org:OBJECTID,15,regular
2383254145,sfgov.org:OFFICE_TYP,Post Office,regular
2383254152,addr:city,San Francisco,regular
2383254152,addr:postcode,94109,regular
2383254152,addr:state,California,regular
2383254152,amenity,post_office,regular
2383254152,name,Pine Street,regular
2383254152,phone,+14153512435,regular
2383254152,sfgov.org:OBJECTID,31,regular
2383254152,sfgov.org:OFFICE_TYP,Post Office,regular
2383254153,addr:city,San Francisco,regular
2383254153,addr:postcode,94129,regular
2383254153,addr:state,California,regular
2383254153,amenity,post_office,regular
2383254153,name,Presidio,regular
2383254153,phone,+14155630126,regular
2383254153,sfgov.org:OBJECTID,33,regular
2383254153,sfgov.org:OFFICE_TYP,Post Office,regular
2383254154,addr:city,San Francisco,regular
2383254154,addr:postcode,94108,regular
2383254154,addr:state,California,regular
2383254154,amenity,post_office,regular
2383254154,name,Sacramento Street Contract Station,regular
2383254154,phone,+14153970786,regular
2383254154,sfgov.org:OBJECTID,36,regular
2383254154,sfgov.org:OFFICE_TYP,Post Office,regular
2383254157,addr:city,San Francisco,regular
2383254157,addr:postcode,94114,regular
2383254157,addr:state,California,regular
2383254157,amenity,post_office,regular
2383254157,name,18th Street Station,regular
2383254157,phone,+14154312701,regular
2383254157,sfgov.org:OBJECTID,1,regular
2383254157,sfgov.org:OFFICE_TYP,Post Office,regular
2391836468,name,Mayflower Hotel,regular
2391836468,tourism,hotel,regular
2392308328,addr:city,San Francisco,regular
2392308328,addr:housenumber,989,regular
2392308328,addr:street,Market Street,regular
2392308328,name,Zendesk,regular
2392308328,office,company,regular
2392308328,website,https://www.zendesk.com/,regular
2393491036,addr:city,San Francisco,regular
2393491036,addr:housenumber,25,regular
2393491036,addr:postcode,94102,regular
2393491036,addr:street,Mason Street,regular
2393491036,amenity,restaurant,regular
2393491036,name,Farmer Brown,regular
2393491036,note,T-Th: 5:30pm-10pm F-Sa: 5:30pm-11pm Su: 5:30pm-9pm,regular
2393491036,phone,+1415409FARM,regular
2393491036,website,http://farmerbrownsf.com/,regular
2397742881,addr:city,San Francisco,regular
2397742881,addr:housename,Suite 400,regular
2397742881,addr:housenumber,260,regular
2397742881,addr:postcode,94107,regular
2397742881,addr:street,Townsend Street,regular
2397742881,name,"Qualcomm Connected Experiences, Inc",regular
2399466606,addr:city,San Francisco,regular
2399466606,addr:country,US,regular
2399466606,addr:housenumber,319,regular
2399466606,addr:postcode,94117,regular
2399466606,addr:street,Divisadero Street,regular
2399466606,name,Metro Hotel,regular
2399466606,tourism,hotel,regular
2399466606,website,http://www.metrohotelsf.com/,regular
2401887217,tourism,picnic_site,regular
2401888074,tourism,picnic_site,regular
2401900786,covered,yes,regular
2401900786,highway,bus_stop,regular
2401900786,shelter,no,regular
2402096155,addr:city,San Francisco,regular
2402096155,addr:housenumber,627,regular
2402096155,addr:postcode,94122,regular
2402096155,addr:state,California,regular
2402096155,addr:street,Irving Street,regular
2402096155,amenity,restaurant,regular
2402096155,cuisine,sandwich,regular
2402096155,drive_in,no,regular
2402096155,microbrewery,no,regular
2402096155,name,Pluto's,regular
2402096155,note,Hours: 11am - 10pm,regular
2402096155,outdoor_seating,no,regular
2402096155,phone,+14157538867,regular
2402096155,takeaway,yes,regular
2402096155,website,http://www.plutosfreshfood.com,regular
2403912708,addr:city,San Francisco,regular
2403912708,addr:housenumber,1890,regular
2403912708,addr:postcode,94110,regular
2403912708,addr:street,Bryant Street,regular
2403912708,amenity,cafe,regular
2403912708,cuisine,coffee_shop,regular
2403912708,internet_access,yes,regular
2403912708,name,Coffee Bar,regular
2403912708,website,http://www.coffeebarsf.com/,regular
2403914322,addr:city,San Francisco,regular
2403914322,addr:housenumber,2727,regular
2403914322,addr:postcode,94110,regular
2403914322,addr:street,Mariposa Street,regular
2403914322,amenity,cafe,regular
2403914322,cuisine,coffee_shop,regular
2403914322,name,Starbucks,regular
2403914322,wifi,free,regular
2403915038,addr:city,San Francisco,regular
2403915038,addr:housenumber,500,regular
2403915038,addr:postcode,94110,regular
2403915038,addr:street,Florida Street,regular
2403915038,amenity,restaurant,regular
2403915038,name,Cana,regular
2403915038,website,http://www.canasf.com/,regular
2404428562,addr:city,San Francisco,regular
2404428562,addr:housenumber,1024,regular
2404428562,addr:state,California,regular
2404428562,addr:street,Market Street,regular
2404428562,disused,yes,regular
2404428562,disused:amenity,cafe,regular
2404428562,disused:wheelchair,yes,regular
2404428562,name,Machine,regular
2406468887,name,National AIDS Memorial Grove,regular
2406468887,tourism,attraction,regular
2406468887,website,http://www.aidsmemorial.org/,regular
2406468887,wikidata,Q293541,regular
2406468887,wikipedia,en:AIDS Memorial Grove,regular
2407423167,addr:housenumber,777,regular
2407423167,addr:street,Sanchez Street,regular
2407423172,addr:housenumber,750,regular
2407423172,addr:street,Sanchez Street,regular
2407423181,addr:housenumber,746,regular
2407423181,addr:street,Sanchez Street,regular
2407423182,addr:housenumber,765,regular
2407423182,addr:street,Sanchez Street,regular
2407423183,addr:housenumber,755,regular
